Timestamp,DateTimeStamp,PupilLeft,PupilRight,PupilDiameter
23621,17:54:40.621,3.466677,3.931766,0.4650890000000003
23638,17:54:40.638,3.443799,3.914586,0.47078700000000007
23654,17:54:40.654,3.404515,3.904661,0.500146
23671,17:54:40.671,3.382349,3.872215,0.48986600000000013
23688,17:54:40.688,3.376583,3.857295,0.48071200000000003
23704,17:54:40.704,3.339177,3.827889,0.48871200000000004
23721,17:54:40.721,3.295925,3.807254,0.5113289999999999
23738,17:54:40.738,3.264877,3.774395,0.5095180000000004
23754,17:54:40.754,3.270814,3.767425,0.4966109999999997
23771,17:54:40.771,3.288688,3.702884,0.414196
23787,17:54:40.787,3.229435,3.705454,0.47601899999999997
23804,17:54:40.804,3.249759,3.724016,0.47425700000000015
23821,17:54:40.821,3.219682,3.696233,0.4765509999999997
23838,17:54:40.838,3.195086,3.674154,0.47906800000000027
23854,17:54:40.854,3.178035,3.692559,0.5145240000000002
23871,17:54:40.871,3.208831,3.682552,0.47372099999999984
23887,17:54:40.887,3.196735,3.665737,0.46900200000000014
23904,17:54:40.904,3.21793,3.699683,0.4817529999999999
23921,17:54:40.921,3.216864,3.680619,0.4637549999999999
23937,17:54:40.937,3.219508,3.694676,0.47516800000000003
23954,17:54:40.954,3.218122,3.718446,0.500324
23971,17:54:40.971,3.252836,3.712353,0.45951699999999995
23987,17:54:40.987,3.262293,3.691538,0.4292449999999999
24004,17:54:41.004,3.261471,3.723983,0.46251200000000026
24021,17:54:41.021,3.289738,3.710092,0.4203540000000001
24037,17:54:41.037,3.289502,3.723875,0.4343729999999999
24054,17:54:41.054,3.283616,3.739088,0.4554720000000003
24071,17:54:41.071,3.280703,3.77308,0.4923770000000003
24087,17:54:41.087,3.309085,3.788913,0.4798279999999999
24104,17:54:41.104,3.310497,3.75358,0.4430830000000001
24121,17:54:41.121,3.338763,3.785219,0.44645599999999996
24137,17:54:41.137,3.36127,3.814588,0.4533179999999999
24154,17:54:41.154,3.380222,3.856776,0.47655400000000014
24171,17:54:41.171,3.400338,3.839099,0.43876099999999996
24187,17:54:41.187,3.364729,3.861967,0.49723799999999985
24204,17:54:41.204,3.350886,3.881691,0.530805
24221,17:54:41.221,3.425002,3.873558,0.44855599999999995
24237,17:54:41.237,3.429127,3.916111,0.4869840000000001
24254,17:54:41.254,3.452942,3.893671,0.4407289999999997
24271,17:54:41.271,3.477222,3.929344,0.45212200000000013
24287,17:54:41.287,3.447477,3.929565,0.48208800000000007
24304,17:54:41.304,3.480158,3.932908,0.45275
24320,17:54:41.320,3.476792,3.931007,0.45421500000000004
24337,17:54:41.337,3.50482,3.966054,0.46123400000000014
24354,17:54:41.354,3.489738,3.932498,0.4427599999999998
24370,17:54:41.370,3.483382,3.982079,0.49869699999999995
24387,17:54:41.387,3.467382,3.956545,0.489163
24404,17:54:41.404,3.52178,3.980329,0.45854899999999965
24420,17:54:41.420,3.521189,4.01928,0.49809100000000006
24437,17:54:41.437,3.507008,3.993523,0.48651500000000025
24454,17:54:41.454,3.514819,3.969397,0.4545779999999997
24470,17:54:41.470,3.544021,4.020013,0.47599199999999975
24487,17:54:41.487,3.567218,4.021609,0.45439099999999977
24504,17:54:41.504,3.588628,4.08753,0.4989020000000002
24520,17:54:41.520,3.571925,4.079296,0.5073710000000005
24537,17:54:41.537,3.570844,4.054233,0.48338899999999985
24554,17:54:41.554,3.55256,4.077696,0.5251360000000003
24570,17:54:41.570,3.604917,4.072865,0.46794800000000025
24587,17:54:41.587,3.594702,4.057979,0.4632769999999997
24604,17:54:41.604,3.58714,4.053138,0.46599799999999947
24620,17:54:41.620,3.620784,4.04422,0.42343600000000015
24637,17:54:41.637,3.607356,4.071495,0.46413899999999986
24654,17:54:41.654,3.62643,4.069353,0.4429230000000004
24670,17:54:41.670,3.629251,4.068517,0.43926599999999993
24687,17:54:41.687,3.624503,4.072011,0.447508
24704,17:54:41.704,3.608336,4.011304,0.402968
24720,17:54:41.720,3.626414,4.028915,0.40250099999999955
24737,17:54:41.737,3.64696,4.057385,0.41042500000000004
24754,17:54:41.754,3.655026,4.026526,0.3714999999999997
24770,17:54:41.770,3.608039,4.028226,0.42018699999999987
24787,17:54:41.787,3.626733,4.018335,0.3916020000000002
24804,17:54:41.804,3.646791,4.03516,0.3883690000000004
24820,17:54:41.820,3.671636,4.034256,0.36262000000000016
24837,17:54:41.837,3.66716,4.17627,0.5091099999999997
24854,17:54:41.854,3.633782,4.124182,0.49040000000000017
24870,17:54:41.870,3.623425,4.091822,0.4683969999999995
24887,17:54:41.887,3.700665,4.109057,0.4083920000000001
24903,17:54:41.903,3.672864,4.121087,0.44822300000000004
24920,17:54:41.920,3.645101,4.092356,0.44725499999999974
24937,17:54:41.937,3.616065,4.119412,0.5033469999999998
24953,17:54:41.953,3.632808,4.138258,0.5054500000000006
24970,17:54:41.970,3.648292,4.101656,0.4533640000000001
24987,17:54:41.987,3.67169,4.144636,0.4729460000000003
25003,17:54:42.003,3.64492,4.130252,0.48533199999999965
25020,17:54:42.020,3.647716,4.104568,0.4568520000000005
25037,17:54:42.037,3.649283,4.129361,0.4800780000000002
25053,17:54:42.053,3.643157,4.118421,0.4752639999999997
25070,17:54:42.070,3.649556,4.09196,0.44240400000000024
25087,17:54:42.087,3.644709,4.105758,0.4610489999999996
25103,17:54:42.103,3.646168,4.1087,0.46253199999999994
25120,17:54:42.120,3.622535,4.096664,0.4741289999999996
25137,17:54:42.137,3.645304,4.106506,0.46120200000000056
25153,17:54:42.153,3.649257,4.085,0.435743
25170,17:54:42.170,3.624496,4.034425,0.40992899999999954
25187,17:54:42.187,3.603719,4.029806,0.4260869999999999
25203,17:54:42.203,3.596997,4.085135,0.4881380000000002
25220,17:54:42.220,3.614862,4.052598,0.4377359999999997
25237,17:54:42.237,3.614188,4.070015,0.45582699999999976
25253,17:54:42.253,3.597326,4.064157,0.466831
25270,17:54:42.270,3.606229,4.033928,0.4276990000000005
25287,17:54:42.287,3.59506,4.016278,0.42121799999999965
25303,17:54:42.303,3.627625,4.039755,0.41213000000000033
25320,17:54:42.320,3.61293,4.024945,0.4120149999999998
25337,17:54:42.337,3.624295,4.000679,0.37638399999999983
25353,17:54:42.353,3.604002,4.022095,0.41809300000000027
25370,17:54:42.370,3.615235,4.000219,0.3849840000000002
25387,17:54:42.387,3.611123,3.997081,0.385958
25403,17:54:42.403,3.619007,3.955486,0.3364790000000002
25420,17:54:42.420,3.589838,3.985692,0.39585399999999993
25437,17:54:42.437,3.604287,3.955199,0.3509120000000001
25453,17:54:42.453,3.564621,3.997738,0.4331170000000002
25470,17:54:42.470,3.560801,3.965637,0.404836
25486,17:54:42.486,3.541531,3.957051,0.4155199999999999
25503,17:54:42.503,3.559068,3.948279,0.389211
25520,17:54:42.520,3.544712,3.97308,0.42836799999999986
25536,17:54:42.536,3.516981,3.9595,0.4425189999999999
25553,17:54:42.553,3.578192,3.941256,0.36306400000000005
25570,17:54:42.570,3.540107,3.984754,0.44464700000000024
25586,17:54:42.586,3.572936,3.969028,0.3960919999999999
25603,17:54:42.603,3.56176,3.964406,0.40264599999999984
25620,17:54:42.620,3.581611,3.973053,0.39144200000000007
25636,17:54:42.636,3.561198,3.964906,0.40370799999999996
25653,17:54:42.653,3.579102,3.968865,0.3897630000000003
25670,17:54:42.670,3.566981,3.970808,0.4038269999999997
25686,17:54:42.686,3.532512,3.972605,0.44009300000000007
25703,17:54:42.703,3.556017,3.974283,0.4182659999999996
25720,17:54:42.720,3.569672,3.964992,0.3953199999999999
25736,17:54:42.736,3.545866,4.005638,0.45977200000000007
25753,17:54:42.753,3.553247,3.95624,0.4029930000000004
25770,17:54:42.770,3.553639,3.973825,0.42018600000000017
25786,17:54:42.786,3.547509,4.002439,0.45493000000000006
25803,17:54:42.803,3.50916,3.985609,0.4764490000000001
25820,17:54:42.820,3.536825,3.981369,0.44454400000000005
25836,17:54:42.836,3.521904,3.985976,0.4640719999999998
25853,17:54:42.853,3.510998,3.976335,0.46533700000000033
25870,17:54:42.870,3.572678,3.999837,0.42715900000000007
25886,17:54:42.886,3.537249,3.9881,0.4508510000000001
25903,17:54:42.903,3.507303,4.000879,0.49357600000000046
25920,17:54:42.920,3.476507,4.005214,0.5287069999999998
25936,17:54:42.936,3.460595,3.97689,0.516295
25953,17:54:42.953,3.464391,3.98459,0.5201989999999999
25970,17:54:42.970,3.484145,3.973319,0.4891740000000002
25986,17:54:42.986,3.482673,3.940405,0.457732
26003,17:54:43.003,3.471311,3.920841,0.44952999999999976
26020,17:54:43.020,3.471751,3.965339,0.49358800000000036
26036,17:54:43.036,3.474191,3.941123,0.46693200000000035
26053,17:54:43.053,3.454616,3.948708,0.49409199999999975
26069,17:54:43.069,3.468646,3.964354,0.49570800000000004
26086,17:54:43.086,3.477514,3.956206,0.4786919999999997
26103,17:54:43.103,3.5091,3.939987,0.4308869999999998
26119,17:54:43.119,3.466021,3.945829,0.4798079999999998
26136,17:54:43.136,3.473086,3.964872,0.4917860000000003
26153,17:54:43.153,3.47469,3.963466,0.4887760000000001
26169,17:54:43.169,3.442322,3.939836,0.49751400000000023
26186,17:54:43.186,3.453939,3.945531,0.4915919999999998
26203,17:54:43.203,3.424428,3.935886,0.5114580000000002
26219,17:54:43.219,3.43662,3.958264,0.5216439999999998
26236,17:54:43.236,3.446187,3.974478,0.5282909999999998
26253,17:54:43.253,3.494832,3.954892,0.4600599999999999
26269,17:54:43.269,3.482808,3.967937,0.48512900000000014
26286,17:54:43.286,3.457456,3.965805,0.5083489999999999
26303,17:54:43.303,3.528359,3.9863,0.45794099999999993
26319,17:54:43.319,3.478861,3.976764,0.497903
26336,17:54:43.336,3.528025,3.995529,0.4675039999999999
26353,17:54:43.353,3.517006,4.038395,0.5213890000000005
26369,17:54:43.369,3.480734,4.017857,0.5371230000000002
26386,17:54:43.386,3.503405,3.980877,0.4774720000000001
26403,17:54:43.403,3.515345,3.999591,0.4842460000000002
26419,17:54:43.419,3.565724,4.003583,0.437859
26436,17:54:43.436,3.540302,4.015514,0.4752119999999995
26452,17:54:43.452,3.558482,4.017872,0.4593899999999995
26469,17:54:43.469,3.560194,4.013062,0.4528679999999996
26486,17:54:43.486,3.564806,4.019905,0.4550989999999997
26502,17:54:43.502,3.571659,4.021193,0.4495340000000003
26519,17:54:43.519,3.556713,4.038136,0.48142299999999993
26536,17:54:43.536,3.559403,4.034066,0.47466300000000006
26552,17:54:43.552,3.54334,4.045635,0.5022949999999997
26569,17:54:43.569,3.544612,4.065605,0.5209929999999998
26586,17:54:43.586,3.53844,4.036728,0.49828800000000006
26602,17:54:43.602,3.545637,4.022522,0.4768850000000002
26619,17:54:43.619,3.52606,4.013926,0.48786599999999947
26636,17:54:43.636,3.505263,4.008413,0.5031500000000002
26652,17:54:43.652,3.506014,4.031324,0.5253099999999997
26669,17:54:43.669,3.505697,3.984284,0.4785870000000001
26686,17:54:43.686,3.48523,3.978691,0.4934609999999999
26702,17:54:43.702,3.495842,3.990283,0.4944409999999997
26719,17:54:43.719,3.493781,4.000527,0.5067460000000001
26736,17:54:43.736,3.491377,3.982179,0.49080199999999996
26752,17:54:43.752,3.491671,3.945129,0.4534579999999999
26769,17:54:43.769,3.489068,3.959418,0.4703499999999998
26786,17:54:43.786,3.491845,3.957396,0.46555100000000005
26802,17:54:43.802,3.45664,3.967997,0.5113569999999998
26819,17:54:43.819,3.471255,3.95636,0.4851049999999999
26836,17:54:43.836,3.470551,3.9252,0.45464899999999986
26852,17:54:43.852,3.495465,3.927229,0.43176400000000026
26869,17:54:43.869,3.427196,3.98701,0.5598140000000003
26886,17:54:43.886,3.454391,3.988067,0.5336759999999998
26902,17:54:43.902,3.478297,3.961164,0.48286700000000016
26919,17:54:43.919,3.451391,3.985208,0.533817
26936,17:54:43.936,3.45018,3.963906,0.5137260000000001
26952,17:54:43.952,3.458012,3.974892,0.51688
26969,17:54:43.969,3.440814,3.995249,0.5544349999999998
26986,17:54:43.986,3.42602,3.981133,0.555113
27002,17:54:44.002,3.416581,3.989736,0.5731550000000003
27019,17:54:44.019,3.429022,3.981964,0.5529420000000003
27035,17:54:44.035,3.461292,3.987449,0.526157
27052,17:54:44.052,3.440079,4.011164,0.5710850000000001
27069,17:54:44.069,3.443354,3.985959,0.542605
27085,17:54:44.085,3.422857,4.015769,0.5929119999999997
27102,17:54:44.102,3.465589,4.015425,0.5498359999999995
27119,17:54:44.119,3.433893,4.015136,0.5812430000000002
27135,17:54:44.135,3.423274,4.002929,0.5796549999999998
27152,17:54:44.152,3.451246,4.024343,0.5730970000000002
27169,17:54:44.169,3.471504,4.03066,0.5591560000000002
27185,17:54:44.185,3.492642,4.042263,0.5496210000000001
27202,17:54:44.202,3.454235,4.007654,0.5534189999999994
27219,17:54:44.219,3.493499,4.025888,0.5323890000000002
27235,17:54:44.235,3.465362,3.989436,0.5240740000000002
27252,17:54:44.252,3.481359,4.067625,0.5862659999999997
27269,17:54:44.269,3.494055,4.04099,0.546935
27285,17:54:44.285,3.53252,4.020937,0.4884170000000001
27302,17:54:44.302,3.485617,4.025696,0.540079
27319,17:54:44.319,3.48761,4.037397,0.5497870000000002
27335,17:54:44.335,3.49122,4.015937,0.5247169999999999
27352,17:54:44.352,3.517792,4.000846,0.4830540000000001
27369,17:54:44.369,3.52634,4.013225,0.48688500000000046
27385,17:54:44.385,3.471871,4.02414,0.5522689999999999
27402,17:54:44.402,3.491841,4.018106,0.5262650000000004
27419,17:54:44.419,3.483478,4.009011,0.5255330000000002
27435,17:54:44.435,3.474357,4.037591,0.563234
27452,17:54:44.452,3.511062,4.010592,0.49953000000000003
27469,17:54:44.469,3.520767,4.024527,0.5037599999999998
27485,17:54:44.485,3.496973,4.008819,0.5118459999999998
27502,17:54:44.502,3.529333,4.021179,0.4918460000000002
27519,17:54:44.519,3.488007,4.028716,0.5407090000000001
27535,17:54:44.535,3.499528,4.018089,0.5185609999999996
27552,17:54:44.552,3.528647,4.034599,0.5059520000000002
27569,17:54:44.569,3.539195,4.010997,0.47180199999999983
27585,17:54:44.585,3.552725,4.032802,0.4800770000000001
27602,17:54:44.602,3.581846,4.020461,0.438615
27618,17:54:44.618,3.523379,4.024239,0.5008599999999999
27635,17:54:44.635,3.524589,4.011522,0.48693300000000006
27652,17:54:44.652,3.53866,4.0269,0.48824000000000023
27668,17:54:44.668,3.542247,4.022995,0.48074799999999973
27685,17:54:44.685,3.530098,4.013633,0.4835349999999994
27702,17:54:44.702,3.557274,4.023403,0.466129
27718,17:54:44.718,3.539021,4.013692,0.47467099999999984
27735,17:54:44.735,3.513979,4.031745,0.517766
27752,17:54:44.752,3.503544,4.017904,0.5143599999999995
27768,17:54:44.768,3.499596,4.004124,0.5045280000000001
27785,17:54:44.785,3.484342,3.963383,0.47904100000000005
27802,17:54:44.802,3.502836,3.962025,0.4591890000000003
27818,17:54:44.818,3.488807,3.956206,0.4673989999999999
27835,17:54:44.835,3.443003,3.956011,0.5130080000000001
27852,17:54:44.852,3.443581,3.933541,0.48995999999999995
27868,17:54:44.868,3.435275,3.934209,0.4989340000000002
27885,17:54:44.885,3.427876,3.892241,0.4643649999999999
27902,17:54:44.902,3.412908,3.88766,0.47475200000000006
27918,17:54:44.918,3.408451,3.882091,0.47364000000000006
27935,17:54:44.935,3.382206,3.837814,0.4556079999999998
27952,17:54:44.952,3.375092,3.842175,0.46708300000000014
27968,17:54:44.968,3.383162,3.85995,0.476788
27985,17:54:44.985,3.360653,3.897619,0.536966
28002,17:54:45.002,3.378516,3.857072,0.4785560000000002
28018,17:54:45.018,3.343327,3.836423,0.493096
28035,17:54:45.035,3.37572,3.868316,0.49259600000000026
28052,17:54:45.052,3.373824,3.853524,0.47970000000000024
28068,17:54:45.068,3.358678,3.813392,0.45471400000000006
28085,17:54:45.085,3.398746,3.843343,0.4445969999999999
28102,17:54:45.102,3.360825,3.834011,0.47318599999999966
28118,17:54:45.118,3.384076,3.86131,0.47723400000000016
28135,17:54:45.135,3.380434,3.848697,0.4682629999999999
28152,17:54:45.152,3.334747,3.85435,0.519603
28168,17:54:45.168,3.375936,3.837943,0.4620070000000003
28185,17:54:45.185,3.363002,3.8453,0.4822980000000001
28201,17:54:45.201,3.368252,3.834074,0.4658220000000002
28218,17:54:45.218,3.359398,3.809646,0.45024799999999976
28235,17:54:45.235,3.381152,3.800456,0.4193039999999999
28251,17:54:45.251,3.33249,3.832411,0.49992100000000006
28268,17:54:45.268,3.355472,3.792429,0.43695700000000004
28285,17:54:45.285,3.371351,3.796052,0.4247009999999998
28301,17:54:45.301,3.341404,3.770212,0.4288080000000001
28318,17:54:45.318,3.276138,3.738309,0.4621710000000001
28335,17:54:45.335,3.24574,3.757231,0.5114909999999999
28351,17:54:45.351,3.274671,3.643664,0.3689929999999997
28368,17:54:45.368,3.257891,3.742402,0.4845109999999999
28385,17:54:45.385,3.265073,3.735857,0.4707840000000001
28401,17:54:45.401,3.276524,3.739388,0.4628639999999997
28418,17:54:45.418,3.288183,3.692705,0.40452200000000005
28435,17:54:45.435,3.265283,3.682429,0.4171459999999998
28451,17:54:45.451,3.234231,3.702661,0.4684300000000001
28468,17:54:45.468,3.271671,3.715599,0.4439280000000001
28485,17:54:45.485,3.265229,3.723115,0.4578859999999998
28501,17:54:45.501,3.248146,3.708884,0.46073799999999965
28518,17:54:45.518,3.247431,3.730564,0.48313300000000003
28535,17:54:45.535,3.284353,3.674781,0.390428
28551,17:54:45.551,3.266455,3.683337,0.41688199999999975
28568,17:54:45.568,3.298591,3.697765,0.3991739999999999
28585,17:54:45.585,3.304005,3.732651,0.4286460000000001
28601,17:54:45.601,3.304533,3.709761,0.4052279999999997
28618,17:54:45.618,3.31373,3.724186,0.41045599999999993
28635,17:54:45.635,3.312817,3.730701,0.4178839999999999
28651,17:54:45.651,3.310055,3.707558,0.39750299999999994
28668,17:54:45.668,3.310462,3.712378,0.4019160000000004
28685,17:54:45.685,3.332829,3.719332,0.38650300000000026
28701,17:54:45.701,3.32609,3.692329,0.36623899999999976
28718,17:54:45.718,3.335445,3.727643,0.39219800000000005
28735,17:54:45.735,3.344121,3.741878,0.3977569999999999
28751,17:54:45.751,3.343689,3.708095,0.36440600000000023
28768,17:54:45.768,3.350444,3.68978,0.33933599999999986
28784,17:54:45.784,3.34326,3.694834,0.3515740000000003
28801,17:54:45.801,3.295136,3.672918,0.3777820000000003
28818,17:54:45.818,3.342923,3.672564,0.3296410000000001
28834,17:54:45.834,3.274656,3.664678,0.3900220000000001
28851,17:54:45.851,3.290672,3.635166,0.3444940000000001
28868,17:54:45.868,3.271214,3.596643,0.32542899999999975
28884,17:54:45.884,3.257261,3.624516,0.36725499999999967
28901,17:54:45.901,3.266627,3.619001,0.35237399999999974
28918,17:54:45.918,3.243721,3.591894,0.34817300000000007
28934,17:54:45.934,3.267477,3.519052,0.2515749999999999
28951,17:54:45.951,3.216547,3.558237,0.34169000000000027
28968,17:54:45.968,3.189053,3.531039,0.3419859999999999
28984,17:54:45.984,3.182908,3.556985,0.3740770000000002
29001,17:54:46.001,3.150136,3.53535,0.3852140000000004
29018,17:54:46.018,3.144637,3.529542,0.3849050000000003
29034,17:54:46.034,3.125426,3.482272,0.356846
29051,17:54:46.051,3.152346,3.461843,0.3094969999999999
29068,17:54:46.068,3.118908,3.465484,0.3465760000000002
29084,17:54:46.084,3.139721,3.473058,0.3333369999999998
29101,17:54:46.101,3.123752,3.466214,0.3424619999999998
29118,17:54:46.118,3.120954,3.433182,0.31222800000000017
29134,17:54:46.134,3.128953,3.441927,0.3129740000000001
29151,17:54:46.151,3.117098,3.461676,0.3445780000000003
29167,17:54:46.167,3.092341,3.453944,0.3616030000000001
29184,17:54:46.184,3.133971,3.489946,0.3559750000000004
29201,17:54:46.201,3.166737,3.458795,0.29205799999999993
29217,17:54:46.217,3.164696,3.501849,0.3371529999999998
29234,17:54:46.234,3.179404,3.47688,0.2974760000000001
29251,17:54:46.251,3.141791,3.513054,0.3712629999999999
29267,17:54:46.267,3.164034,3.479505,0.31547100000000006
29284,17:54:46.284,3.178868,3.504128,0.3252600000000001
29301,17:54:46.301,3.176982,3.45587,0.2788879999999998
29317,17:54:46.317,3.168375,3.524625,0.35624999999999973
29334,17:54:46.334,3.163496,3.541965,0.37846899999999994
29351,17:54:46.351,3.22595,3.527746,0.30179599999999995
29367,17:54:46.367,3.164773,3.555225,0.39045200000000024
29384,17:54:46.384,3.251392,3.591628,0.340236
29401,17:54:46.401,3.269779,3.6204,0.35062099999999985
29417,17:54:46.417,3.233172,3.623322,0.3901499999999998
29434,17:54:46.434,3.277105,3.610444,0.33333900000000005
29451,17:54:46.451,3.298975,3.612849,0.3138740000000002
29467,17:54:46.467,3.28846,3.637931,0.34947099999999987
29484,17:54:46.484,3.291111,3.624274,0.3331630000000003
29501,17:54:46.501,3.313141,3.631208,0.3180670000000001
29517,17:54:46.517,3.354683,3.65271,0.2980269999999998
29534,17:54:46.534,3.342172,3.684777,0.3426049999999998
29551,17:54:46.551,3.343034,3.690939,0.34790500000000035
29567,17:54:46.567,3.35739,3.679285,0.32189500000000004
29584,17:54:46.584,3.331917,3.687124,0.35520700000000005
29601,17:54:46.601,3.310839,3.714402,0.4035630000000001
29617,17:54:46.617,3.374589,3.697239,0.3226500000000003
29634,17:54:46.634,3.357335,3.745453,0.38811799999999996
29651,17:54:46.651,3.378601,3.763065,0.3844639999999999
29667,17:54:46.667,3.357861,3.74334,0.3854789999999997
29684,17:54:46.684,3.343084,3.715532,0.3724479999999999
29701,17:54:46.701,3.365915,3.716263,0.3503479999999999
29717,17:54:46.717,3.376795,3.735096,0.358301
29734,17:54:46.734,3.434905,3.780846,0.34594099999999983
29750,17:54:46.750,3.418687,3.75641,0.337723
29767,17:54:46.767,3.388325,3.772204,0.38387899999999986
29784,17:54:46.784,3.369633,3.785685,0.4160520000000001
29800,17:54:46.800,3.376034,3.745821,0.36978699999999964
29817,17:54:46.817,3.369359,3.718945,0.34958599999999995
29834,17:54:46.834,3.372661,3.713533,0.34087200000000006
