System Properties:
Operating System:	 Microsoft Windows NT 6.0.6001 Service Pack 1
System User Name:	 Tobii
Machine Name:	 MOUNTDOOM

Data properties:

Recording name:	 Rec 39
Recording date:	 7/23/2009
Recording time:	 2:55:53 PM
Recording resolution:	 1280 x 800

Export date:	 8/11/2009
Export time:	 4:00:29 PM

Participant:	 P9
Filter settings:

Eye: Average
Validity: Normal
Fixation filter: Tobii fixation filter
Fixation radius: 35

Timestamp	DateTimeStamp	DateTimeStampStartOffset	Number	GazePointXLeft	GazePointYLeft	CamXLeft	CamYLeft	DistanceLeft	PupilLeft	ValidityLeft	GazePointXRight	GazePointYRight	CamXRight	CamYRight	DistanceRight	PupilRight	ValidityRight	FixationIndex	GazePointX	GazePointY	Event	EventKey	Data1	Data2	Descriptor	StimuliName	StimuliID	MediaWidth	MediaHeight	MediaPosX	MediaPosY	MappedFixationPointX	MappedFixationPointY	FixationDuration	AoiIds	AoiNames	WebGroupImage	MappedGazeDataPointX	MappedGazeDataPointY	MicroSecondTimestamp	AbsoluteMicroSecondTimestamp	AudioSampleNumber	
21990	14:56:14.990	00:00:21.990	1319	647.7564	320.798200	0.617570	0.347024	617.105600	3.995249	0	645.7718	315.302500	0.429673	0.351370	613.207500	4.116338	0	61	647.000000	318						55.avi	0	1280	800	0	0	652	318	633	0	Content		647.000000	318	21990118	15118220714	1633658
22007	14:56:15.007	00:00:22.006	1320	652.9828	323.377800	0.617542	0.346924	617.132000	4.024283	0	654.701	324.188000	0.429672	0.351306	613.151600	4.107909	0	61	654.000000	324						55.avi	0	1280	800	0	0	652	318	633	0	Content		654.000000	324	22006740	15118237336	1634456
22024	14:56:15.024	00:00:22.023	1321	654.0307	320.822100	0.617496	0.346795	617.164900	4.009572	0	655.345	326.566400	0.429598	0.351275	613.273200	4.096586	0	61	655.000000	324						55.avi	0	1280	800	0	0	652	318	633	0	Content		655.000000	324	22023506	15118254102	1635261
22040	14:56:15.040	00:00:22.040	1322	653.6694	323.668700	0.617480	0.346575	617.258900	4.031052	0	649.0015	294.282400	0.429462	0.351040	612.928300	4.235402	0	61	651.000000	309						55.avi	0	1280	800	0	0	652	318	633	0	Content		651.000000	309	22040114	15118270710	1636058
22057	14:56:15.057	00:00:22.056	1323	664.6674	316.910300	0.617427	0.346515	617.265900	4.027788	0	651.7484	259.068700	0.429415	0.350996	612.788000	4.266649	0	61	658.000000	288						55.avi	0	1280	800	0	0	652	318	633	0	Content		658.000000	288	22056740	15118287336	1636856
22073	14:56:15.073	00:00:22.073	1324	661.8446	320.474100	0.617293	0.346479	617.312800	4.026100	0	646.7642	261.376200	0.429368	0.351019	612.847000	4.290506	0	61	654.000000	291						55.avi	0	1280	800	0	0	652	318	633	0	Content		654.000000	291	22073363	15118303959	1637654
22090	14:56:15.090	00:00:22.090	1325	651.3697	317.926500	0.617196	0.346480	617.262100	4.034054	0	653.7155	294.801800	0.429332	0.351054	612.965800	4.204375	0	61	653.000000	306						55.avi	0	1280	800	0	0	652	318	633	0	Content		653.000000	306	22090113	15118320709	1638458
22107	14:56:15.107	00:00:22.106	1326	654.7089	332.007600	0.617105	0.346476	617.188700	4.029588	0	659.9653	324.062000	0.429278	0.351086	613.103300	4.114793	0	61	657.000000	328						55.avi	0	1280	800	0	0	652	318	633	0	Content		657.000000	328	22106738	15118337334	1639256
22123	14:56:15.123	00:00:22.123	1327	662.282	320.333500	0.617050	0.346434	617.187600	4.018207	0	666.7365	311.470600	0.429219	0.351040	613.186800	4.120297	0	61	665.000000	316						55.avi	0	1280	800	0	0	652	318	633	0	Content		665.000000	316	22123363	15118353959	1640054
22140	14:56:15.140	00:00:22.139	1328	661.659	320.697300	0.616999	0.346412	617.167700	4.022638	0	658.1232	323.113900	0.429176	0.351020	613.197300	4.112957	0	61	660.000000	322						55.avi	0	1280	800	0	0	652	318	633	0	Content		660.000000	322	22139987	15118370583	1640852
22157	14:56:15.157	00:00:22.156	1329	665.0139	318.612800	0.616906	0.346352	617.133900	4.027986	0	666.6351	316.671900	0.429082	0.351014	613.187300	4.111510	0	61	666.000000	318						55.avi	0	1280	800	0	0	652	318	633	0	Content		666.000000	318	22156738	15118387334	1641656
22173	14:56:15.173	00:00:22.173	1330	657.5498	315.080200	0.616783	0.346268	617.136500	3.986351	0	658.7653	315.716400	0.429025	0.350962	613.126600	4.110762	0	61	658.000000	315						55.avi	0	1280	800	0	0	652	318	633	0	Content		658.000000	315	22173357	15118403953	1642454
22190	14:56:15.190	00:00:22.189	1331	660.199	310.574600	0.616706	0.346260	617.159100	3.911726	0	661.5234	316.426500	0.428979	0.350976	613.015500	4.027535	0	61	661.000000	314						55.avi	0	1280	800	0	0	652	318	633	0	Content		661.000000	314	22189987	15118420583	1643252
22207	14:56:15.207	00:00:22.206	1332	611.677	311.785000	0.617061	0.346183	617.083000	3.846479	0	612.1409	317.326200	0.429444	0.350883	613.050200	3.986746	0	62	612.000000	315						55.avi	0	1280	800	0	0	516	294	366	0	Content		612.000000	315	22206736	15118437332	1644056
22223	14:56:15.223	00:00:22.223	1333	513.9149	282.944100	0.617672	0.345955	617.264400	3.755591	0	526.5746	290.889300	0.430288	0.350614	613.073900	3.895975	0	62	520.000000	287						55.avi	0	1280	800	0	0	516	294	366	0	Content		520.000000	287	22223362	15118453958	1644854
22240	14:56:15.240	00:00:22.239	1334	496.0068	285.633700	0.617745	0.345900	617.172400	3.667051	0	508.11	297.494500	0.430374	0.350568	612.963400	3.805730	0	62	502.000000	292						55.avi	0	1280	800	0	0	516	294	366	0	Content		502.000000	292	22239983	15118470579	1645652
22257	14:56:15.257	00:00:22.256	1335	498.0829	289.925200	0.617658	0.345784	617.169300	3.595304	0	506.4243	286.987900	0.430283	0.350571	613.049100	3.724374	0	62	502.000000	288						55.avi	0	1280	800	0	0	516	294	366	0	Content		502.000000	288	22256608	15118487204	1646449
22273	14:56:15.273	00:00:22.273	1336	500.7381	294.635300	0.617619	0.345710	617.127700	3.530895	0	508.3607	286.417200	0.430243	0.350540	613.140200	3.661839	0	62	505.000000	291						55.avi	0	1280	800	0	0	516	294	366	0	Content		505.000000	291	22273357	15118503953	1647253
22290	14:56:15.290	00:00:22.289	1337	505.3038	298.178600	0.617584	0.345649	617.128700	3.473338	0	508.6962	297.163700	0.430205	0.350465	613.180500	3.589200	0	62	507.000000	298						55.avi	0	1280	800	0	0	516	294	366	0	Content		507.000000	298	22289980	15118520576	1648051
22307	14:56:15.307	00:00:22.306	1338	507.1771	294.480000	0.617569	0.345639	617.086600	3.388171	0	514.1079	291.928900	0.430185	0.350436	613.185900	3.517025	0	62	511.000000	293						55.avi	0	1280	800	0	0	516	294	366	0	Content		511.000000	293	22306602	15118537198	1648849
22323	14:56:15.323	00:00:22.323	1339	502.9489	298.024700	0.617559	0.345637	617.107300	3.346529	0	508.3796	299.183000	0.430170	0.350444	613.192000	3.480299	0	62	506.000000	299						55.avi	0	1280	800	0	0	516	294	366	0	Content		506.000000	299	22323226	15118553822	1649647
22340	14:56:15.340	00:00:22.339	1340	510.2213	292.091000	0.617546	0.345621	617.096900	3.316229	0	509.0409	290.465700	0.430155	0.350418	613.180500	3.413136	0	62	510.000000	291						55.avi	0	1280	800	0	0	516	294	366	0	Content		510.000000	291	22339975	15118570571	1650451
22357	14:56:15.357	00:00:22.356	1341	517.5989	295.503900	0.617534	0.345648	617.021100	3.264286	0	517.5651	289.013800	0.430222	0.350395	612.995500	3.374442	0	62	518.000000	292						55.avi	0	1280	800	0	0	516	294	366	0	Content		518.000000	292	22356599	15118587195	1651249
22373	14:56:15.373	00:00:22.373	1342	507.4854	289.650700	0.617527	0.345603	617.049600	3.235172	0	522.1113	298.317200	0.430223	0.350346	612.962200	3.347528	0	62	515.000000	294						55.avi	0	1280	800	0	0	516	294	366	0	Content		515.000000	294	22373223	15118603819	1652047
22390	14:56:15.390	00:00:22.389	1343	514.0419	285.042700	0.617529	0.345540	617.026200	3.192980	0	523.7241	296.855100	0.430231	0.350303	612.943100	3.342047	0	62	519.000000	291						55.avi	0	1280	800	0	0	516	294	366	0	Content		519.000000	291	22389849	15118620445	1652845
22407	14:56:15.407	00:00:22.406	1344	511.367	294.197200	0.617532	0.345492	617.040500	3.152588	0	518.48	287.410600	0.430247	0.350240	612.914300	3.263754	0	62	515.000000	291						55.avi	0	1280	800	0	0	516	294	366	0	Content		515.000000	291	22406597	15118637193	1653649
22423	14:56:15.423	00:00:22.423	1345	513.2494	289.388300	0.617548	0.345486	617.001600	3.140340	0	522.484	299.794100	0.430280	0.350221	612.794400	3.273388	0	62	518.000000	295						55.avi	0	1280	800	0	0	516	294	366	0	Content		518.000000	295	22423221	15118653817	1654447
22440	14:56:15.440	00:00:22.439	1346	511.5172	301.967600	0.617563	0.345464	617.001900	3.140482	0	520.8174	298.061700	0.430298	0.350169	612.814800	3.250309	0	62	516.000000	300						55.avi	0	1280	800	0	0	516	294	366	0	Content		516.000000	300	22439845	15118670441	1655245
22456	14:56:15.456	00:00:22.456	1347	508.1463	295.038500	0.617576	0.345452	616.980000	3.087024	0	522.0092	295.912600	0.430329	0.350145	612.758200	3.226526	0	62	515.000000	295						55.avi	0	1280	800	0	0	516	294	366	0	Content		515.000000	295	22456469	15118687065	1656043
22473	14:56:15.473	00:00:22.473	1348	514.668	293.279700	0.617609	0.345441	616.944900	3.092337	0	519.3553	302.124600	0.430363	0.350100	612.813800	3.219598	0	62	517.000000	298						55.avi	0	1280	800	0	0	516	294	366	0	Content		517.000000	298	22473216	15118703812	1656846
22490	14:56:15.490	00:00:22.489	1349	517.4997	301.610500	0.617655	0.345417	616.968200	3.121951	0	522.1614	297.337400	0.430390	0.350082	612.867000	3.185002	0	62	520.000000	299						55.avi	0	1280	800	0	0	516	294	366	0	Content		520.000000	299	22489837	15118720433	1657644
22506	14:56:15.506	00:00:22.506	1350	518.5021	305.227300	0.617690	0.345422	616.932700	3.095660	0	520.4988	287.204600	0.430432	0.350061	612.950800	3.180296	0	62	520.000000	296						55.avi	0	1280	800	0	0	516	294	366	0	Content		520.000000	296	22506462	15118737058	1658442
22523	14:56:15.523	00:00:22.523	1351	514.9391	294.306300	0.617708	0.345420	616.950800	3.060446	0	526.5449	293.131900	0.430443	0.350041	612.962500	3.194325	0	62	521.000000	294						55.avi	0	1280	800	0	0	516	294	366	0	Content		521.000000	294	22523085	15118753681	1659240
22540	14:56:15.540	00:00:22.539	1352	514.7187	293.039400	0.617701	0.345356	616.903400	3.068200	0	517.8605	296.154200	0.430436	0.349995	612.931400	3.193066	0	62	516.000000	295						55.avi	0	1280	800	0	0	516	294	366	0	Content		516.000000	295	22539835	15118770431	1660044
22556	14:56:15.556	00:00:22.556	1353	548.2685	301.919100	0.617282	0.345224	616.887200	3.108486	0	551.9901	294.691200	0.430047	0.349925	613.155000	3.184867	0	62	550.000000	298						55.avi	0	1280	800	0	0	516	294	366	0	Content		550.000000	298	22556464	15118787060	1660842
22573	14:56:15.573	00:00:22.573	1354	715.9479	281.655200	0.615620	0.345145	616.950900	3.110504	0	740.5637	283.406900	0.428561	0.349796	613.271200	3.194387	0	63	728.000000	283						55.avi	0	1280	800	0	0	1013	262	416	0	Content		728.000000	283	22573080	15118803676	1661640
22590	14:56:15.590	00:00:22.589	1355	925.1529	284.340500	0.613965	0.345233	616.928300	3.120739	0	928.7222	264.635500	0.427019	0.349928	613.237300	3.166357	0	63	927.000000	274						55.avi	0	1280	800	0	0	1013	262	416	0	Content		927.000000	274	22589705	15118820301	1662438
22606	14:56:15.606	00:00:22.606	1356	1022.027	270.510400	0.613124	0.345338	616.929100	3.114840	0	1029.545	244.050600	0.426261	0.349942	613.332300	3.146581	0	63	1026.000000	257						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1026.000000	257	22606453	15118837049	1663242
22623	14:56:15.623	00:00:22.623	1357	1010.981	272.901700	0.613166	0.345373	616.898100	3.119196	0	1025.923	245.298500	0.426249	0.349948	613.332300	3.141889	0	63	1018.000000	259						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1018.000000	259	22623074	15118853670	1664040
22640	14:56:15.640	00:00:22.639	1358	1018.354	271.296300	0.613176	0.345387	616.875300	3.120544	0	1010.88	255.083800	0.426231	0.349899	613.359300	3.164792	0	63	1015.000000	263						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1015.000000	263	22639697	15118870293	1664837
22656	14:56:15.656	00:00:22.656	1359	1010.047	261.469500	0.613226	0.345425	616.899400	3.126546	0	1008.5	253.059100	0.426261	0.349906	613.290800	3.146332	0	63	1009.000000	257						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1009.000000	257	22656320	15118886916	1665635
22673	14:56:15.673	00:00:22.673	1360	1013.012	258.490800	0.613278	0.345452	616.905800	3.101436	0	1009.186	250.685200	0.426299	0.349885	613.208500	3.165516	0	63	1011.000000	255						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1011.000000	255	22673069	15118903665	1666439
22690	14:56:15.690	00:00:22.689	1361	1016.034	263.503700	0.613351	0.345517	616.974500	3.120952	0	1009.904	253.818700	0.426341	0.349888	613.138100	3.161685	0	63	1013.000000	259						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1013.000000	259	22689692	15118920288	1667237
22706	14:56:15.706	00:00:22.706	1362	1013.777	264.704800	0.613403	0.345570	617.053300	3.133714	0	1010.19	259.287400	0.426376	0.349859	613.167800	3.198386	0	63	1012.000000	262						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1012.000000	262	22706314	15118936910	1668035
22723	14:56:15.723	00:00:22.722	1363	1010.72	258.566100	0.613429	0.345542	617.118000	3.139855	0	1005.934	244.211500	0.426389	0.349830	613.166900	3.148725	0	63	1008.000000	251						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1008.000000	251	22722941	15118953537	1668833
22740	14:56:15.740	00:00:22.739	1364	1017.93	263.544900	0.613430	0.345496	617.163600	3.179498	0	1006.844	244.595400	0.426395	0.349780	613.183700	3.214833	0	63	1012.000000	254						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1012.000000	254	22739688	15118970284	1669637
22756	14:56:15.756	00:00:22.756	1365	1019.946	270.847600	0.613430	0.345382	617.262900	3.170451	0	1001.2	252.851400	0.426397	0.349679	613.245200	3.226424	0	63	1011.000000	262						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1011.000000	262	22756315	15118986911	1670435
22773	14:56:15.773	00:00:22.772	1366	1015.659	278.710600	0.613398	0.345294	617.335400	3.209306	0	1012.726	260.952100	0.426374	0.349547	613.288600	3.261658	0	63	1014.000000	270						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1014.000000	270	22772938	15119003534	1671233
22790	14:56:15.790	00:00:22.789	1367	1018.343	274.490300	0.613353	0.345191	617.305200	3.237241	0	1010.491	255.284900	0.426312	0.349480	613.412600	3.283431	0	63	1014.000000	265						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1014.000000	265	22789685	15119020281	1672037
22806	14:56:15.806	00:00:22.806	1368	1018.14	284.253100	0.613271	0.345145	617.323200	3.258934	0	1004.513	251.240200	0.426249	0.349454	613.522700	3.294543	0	63	1011.000000	268						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1011.000000	268	22806309	15119036905	1672835
22823	14:56:15.823	00:00:22.822	1369	1012.187	288.112400	0.613208	0.345106	617.253300	3.263578	0	1008.669	259.084800	0.426187	0.349457	613.659800	3.313486	0	63	1010.000000	274						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1010.000000	274	22822936	15119053532	1673633
22840	14:56:15.840	00:00:22.839	1370	1017.557	274.932600	0.613156	0.345030	617.219200	3.263203	0	1007.986	258.080800	0.426132	0.349397	613.596200	3.320743	0	63	1013.000000	267						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1013.000000	267	22839558	15119070154	1674431
22856	14:56:15.856	00:00:22.856	1371	1018.025	281.893500	0.613111	0.344949	617.209800	3.253270	0	1012.676	255.506300	0.426099	0.349299	613.549900	3.337351	0	63	1015.000000	269						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1015.000000	269	22856306	15119086902	1675234
22873	14:56:15.873	00:00:22.872	1372	1015.652	266.431000	0.613085	0.344903	617.205100	3.239904	0	1008.155	247.552900	0.426070	0.349230	613.532600	3.319270	0	63	1012.000000	257						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1012.000000	257	22872931	15119103527	1676032
22890	14:56:15.890	00:00:22.889	1373	1018.609	266.229800	0.613080	0.344847	617.238900	3.286609	0	1018.085	257.742700	0.426048	0.349142	613.500200	3.348592	0	63	1018.000000	262						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1018.000000	262	22889558	15119120154	1676831
22906	14:56:15.906	00:00:22.906	1374	1016.101	257.988100	0.613073	0.344780	617.263400	3.276254	0	1015.743	248.038900	0.426030	0.349063	613.434600	3.346987	0	63	1016.000000	253						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1016.000000	253	22906183	15119136779	1677628
22923	14:56:15.923	00:00:22.922	1375	1018.819	264.279100	0.613065	0.344746	617.186200	3.298745	0	1012.253	249.313600	0.426011	0.349025	613.397000	3.358672	0	63	1016.000000	257						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1016.000000	257	22922930	15119153526	1678432
22940	14:56:15.940	00:00:22.939	1376	1013.147	260.099900	0.613033	0.344697	617.170000	3.293473	0	1015.909	249.959800	0.425978	0.348994	613.334500	3.385709	0	63	1015.000000	255						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1015.000000	255	22939554	15119170150	1679230
22956	14:56:15.956	00:00:22.956	1377	1015.669	261.182700	0.612989	0.344682	617.141300	3.282983	0	1011.382	265.807200	0.425932	0.348989	613.315700	3.421803	0	63	1014.000000	263						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1014.000000	263	22956179	15119186775	1680028
22973	14:56:15.973	00:00:22.972	1378	1015.348	266.450700	0.612925	0.344587	617.171600	3.330569	0	1017.805	262.922500	0.425849	0.348969	613.348400	3.407179	0	63	1017.000000	265						55.avi	0	1280	800	0	0	1013	262	416	0	Content		1017.000000	265	22972804	15119203400	1680826
22990	14:56:15.990	00:00:22.989	1379	1066.74	268.681100	0.612414	0.344765	617.246100	3.342040	0	1073.141	263.997700	0.425450	0.349064	613.364900	3.408623	0	64	1070.000000	266						55.avi	0	1280	800	0	0	1092	263	233	0	Content		1070.000000	266	22989552	15119220148	1681630
23006	14:56:16.006	00:00:23.006	1380	1099.343	267.229100	0.612172	0.344648	617.012600	3.355949	0	1095.173	253.031700	0.425212	0.349039	613.570600	3.412637	0	64	1097.000000	260						55.avi	0	1280	800	0	0	1092	263	233	0	Content		1097.000000	260	23006179	15119236775	1682428
23023	14:56:16.023	00:00:23.022	1381	1092.838	260.090700	0.612181	0.344560	617.040400	3.356102	0	1096.395	261.507600	0.425203	0.348959	613.534100	3.438208	0	64	1095.000000	261						55.avi	0	1280	800	0	0	1092	263	233	0	Content		1095.000000	261	23022801	15119253397	1683226
23039	14:56:16.039	00:00:23.039	1382	1085.501	264.637300	0.612174	0.344519	616.975800	3.341482	0	1098.048	260.219100	0.425201	0.348917	613.485000	3.451718	0	64	1092.000000	262						55.avi	0	1280	800	0	0	1092	263	233	0	Content		1092.000000	262	23039421	15119270017	1684024
23056	14:56:16.056	00:00:23.056	1383	1082.557	273.911700	0.612187	0.344502	616.960000	3.384020	0	1095.936	255.025900	0.425188	0.348894	613.403100	3.446980	0	64	1089.000000	264						55.avi	0	1280	800	0	0	1092	263	233	0	Content		1089.000000	264	23056172	15119286768	1684828
23073	14:56:16.073	00:00:23.072	1384	1089.282	267.142700	0.612206	0.344463	616.917100	3.374762	0	1097.116	252.608100	0.425198	0.348860	613.377500	3.459443	0	64	1093.000000	260						55.avi	0	1280	800	0	0	1092	263	233	0	Content		1093.000000	260	23072796	15119303392	1685626
23089	14:56:16.089	00:00:23.089	1385	1092.52	265.507700	0.612240	0.344430	616.832000	3.371313	0	1099.52	259.888900	0.425230	0.348813	613.341900	3.486035	0	64	1096.000000	263						55.avi	0	1280	800	0	0	1092	263	233	0	Content		1096.000000	263	23089421	15119320017	1686424
23106	14:56:16.106	00:00:23.106	1386	1087.373	263.819300	0.612272	0.344362	616.817400	3.402322	0	1095.253	252.452200	0.425241	0.348741	613.308800	3.479373	0	64	1091.000000	258						55.avi	0	1280	800	0	0	1092	263	233	0	Content		1091.000000	258	23106042	15119336638	1687222
23123	14:56:16.123	00:00:23.122	1387	1082.384	274.383400	0.612305	0.344323	616.805000	3.393126	0	1097.09	253.459900	0.425261	0.348715	613.270400	3.486396	0	64	1090.000000	264						55.avi	0	1280	800	0	0	1092	263	233	0	Content		1090.000000	264	23122794	15119353390	1688026
23139	14:56:16.139	00:00:23.139	1388	1091.423	265.871100	0.612330	0.344326	616.784800	3.418168	0	1104.603	250.617600	0.425265	0.348707	613.252600	3.487957	0	64	1098.000000	258						55.avi	0	1280	800	0	0	1092	263	233	0	Content		1098.000000	258	23139416	15119370012	1688823
23156	14:56:16.156	00:00:23.156	1389	1083.615	269.530000	0.612350	0.344293	616.788500	3.409920	0	1099.411	263.391000	0.425275	0.348689	613.255000	3.494441	0	64	1092.000000	266						55.avi	0	1280	800	0	0	1092	263	233	0	Content		1092.000000	266	23156041	15119386637	1689621
23173	14:56:16.173	00:00:23.172	1390	1091.075	270.678800	0.612387	0.344279	616.726100	3.390980	0	1102.015	261.755900	0.425274	0.348679	613.222200	3.545597	0	64	1097.000000	266						55.avi	0	1280	800	0	0	1092	263	233	0	Content		1097.000000	266	23172665	15119403261	1690419
23189	14:56:16.189	00:00:23.189	1391	1051.713	282.730600	0.612877	0.344241	616.814300	3.437453	0	1070.166	268.713700	0.425568	0.348654	613.126000	3.530928	0	64	1061.000000	276						55.avi	0	1280	800	0	0	1092	263	233	0	Content		1061.000000	276	23189415	15119420011	1691223
23206	14:56:16.206	00:00:23.206	1392	831.9116	284.056900	0.614745	0.344141	617.227700	3.486453	0	856.1553	259.394200	0.426999	0.348302	613.168000	3.726841	0	64	844.000000	272						55.avi	0	1280	800	0	0	1092	263	233	0	Content		844.000000	272	23206039	15119436635	1692021
23223	14:56:16.223	00:00:23.222	1393	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4		0.000000	0						55.avi	0	1280	800	0	0				0	Content		0.000000	0	23222665	15119453261	1692819
23239	14:56:16.239	00:00:23.239	1394	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4		0.000000	0						55.avi	0	1280	800	0	0				0	Content		0.000000	0	23239288	15119469884	1693617
23256	14:56:16.256	00:00:23.256	1395	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4	-1280	-800.000000	-1.000000	-1.000000	-1.000000	-1.000000	4		0.000000	0						55.avi	0	1280	800	0	0				0	Content		0.000000	0	23256026	15119486622	1694421
